,date_published,headline,publisher,description,category,keywords
192,2023-01-16T17:02:12Z,"In parts of Ancient Greece, first-cousin marriage was not only allowed but encouraged, DNA shows",CNN,"If you wanted to hang on to your land in Bronze Age Greece, you could do worse than marry your cousin.",world,"anthropology and archeology, biology, continents and regions, domestic alerts, domestic-health and science, domestic-international news, europe, families and children, genes and chromosomes, genetics, greece, health and medical, humanities and social sciences, iab-biological sciences, iab-family and relationships, iab-genetics, iab-marriage and civil unions, iab-medical health, iab-science, international alerts, international-health and science, marriage, medical fields and specialties, science, society, southern europe"
193,2023-01-16T16:15:53Z,Four-time WNBA champion Maya Moore announces retirement,CNN,"Maya Moore, a four-time WNBA champion and two-time Olympic gold medalist, has officially retired from the league.",sport,"basketball, iab-basketball, iab-sports, maya moore, sports and recreation, sports figures, sports organizations and teams, wnba"
194,2023-01-15T18:01:08Z,Why 2023 is a year to be optimistic for American tennis,CNN,"History might come to view 2022 as a watershed year for American tennis, even with the retirement of the country’s greatest ever player.",sport,"australian open, continents and regions, cori gauff, domestic alerts, domestic-us news, grand slam tournaments, iab-sports, iab-tennis, international alerts, international-us news, north america, novak djokovic, professional tennis, rafael nadal, sports and recreation, sports events, sports figures, tennis, tennis events, the americas, united states"
195,2022-12-14T14:36:55Z,UK government bans single-use plastic plates and cutlery,CNN,"Single-use plastic cutlery, plates and other items will be banned in the UK from October and replaced by biodegradable items as the government seeks to tackle the country’s – and the world’s – growing plastic waste problem.",world,
196,2023-01-16T13:27:50Z,Ukraine soccer club Shakhtar Donetsk launches $25M project for Mariupol soldiers after selling star player,CNN,"Ukrainian soccer club Shakhtar Donetsk has launched a $25M project for Mariupol soldiers and their families, the club announced Monday.",sport,"armed forces, brand safety-nsf sensitive, brand safety-nsf war and military, continents and regions, donbas, donetsk, eastern europe, europe, football (soccer), iab-soccer, iab-sports, mariupol, military, sports and recreation, ukraine"
197,2023-01-16T12:30:21Z,"LeBron James becomes second player in NBA history to reach 38,000 career points",CNN,"LeBron James has become the second NBA player in history to pass 38,000 career points, moving closer to Kareem Abdul-Jabbar’s all-time record.",sport,"athletes, basketball, iab-basketball, iab-sports, lebron james, los angeles lakers, nba, nba pacific division, nba western conference, sports and recreation, sports figures, sports organizations and teams"
198,2023-01-14T07:38:20Z,"Russian missile strike on apartment building in Dnipro kills 40 people, Ukraine officials say",CNN,"The death toll from a Russian missile strike on an apartment block in Dnipro rose to 40, Ukrainian officials said on Monday, after missiles and explosions were heard across the country.",world,"accidents, disasters and safety, armed forces, brand safety-nsf accidents and disasters, brand safety-nsf death, brand safety-nsf sensitive, brand safety-nsf severe, brand safety-nsf war and military, brand safety-nsf weapons, continents and regions, death and dying, deaths and fatalities, domestic alerts, domestic-international news, eastern europe, europe, explosions, iab-bereavement, iab-disasters, iab-family and relationships, kyiv, military, military operations, military weapons, political figures - intl, russia, russia-ukraine conflict, society, ukraine, unrest, conflicts and war, vladimir putin, weapons and arms"
199,2023-01-16T11:42:52Z,Barcelona wins Spanish Super Cup after beating Real Madrid 3-1 in final hosted by Saudi Arabia,CNN,Barcelona produced an impressive performance to beat Real Madrid 3-1 and lift the Spanish Super Cup on Sunday.,sport,"barcelona, catalonia, continents and regions, europe, football (soccer), iab-soccer, iab-sports, la liga, middle east, middle east and north africa, real madrid cf, saudi arabia, soccer events, southern europe, spain, spanish super cup, sports and recreation, sports events, sports organizations and teams"
200,2023-01-16T11:41:59Z,"Ukraine’s Kostyuk won’t shake hands with Russian, Belarusian players",CNN,"As Russian missiles continue to pound her country, Ukraine’s number two tennis player Marta Kostyuk says she will not shake hands with tour rivals from Russia and Belarus who she feels have not done enough to speak out against the invasion.",sport,"brand safety-nsf sensitive, brand safety-nsf war and military, brand safety-nsf weapons, continents and regions, domestic alerts, domestic-international news, eastern europe, europe, iab-sports, iab-tennis, military, military weapons, russia, russia-ukraine conflict, ukraine, unrest, conflicts and war, weapons and arms"
201,2023-01-16T11:00:18Z,‘The ball boy took my racket’: Rafael Nadal loses favorite racket in strange moment in Australian Open first-round win,CNN,It wasn’t all plain sailing for Rafael Nadal in his first-round victory at the Australian Open on Monday.,sport,"australian open, grand slam tournaments, iab-sports, iab-tennis, professional tennis, rafael nadal, referees and umpires, sports and recreation, sports events, sports figures, tennis, tennis events"
202,2023-01-16T05:02:50Z,Europe’s warm winter is robbing Putin of a trump card,CNN,"Ever since Russian President Vladimir Putin ordered his troops to invade Ukraine, one question has troubled European governments more than almost any other: What happens if Moscow turns off the gas?",world,
203,2023-01-16T05:00:29Z,"‘Russia’s Rambo,’ once a Putin favorite, says he’d now fight for Ukraine and feels ‘nothing but hatred’ for his home country",CNN,Russian actor Artur Smolyaninov was the star of one of President Vladimir Putin’s favorite films – about a Soviet unit making a last-ditch stand against Afghan insurgents. Now he is classified as a “foreign agent” and faces criminal investigation.,world,"arts and entertainment, celebrity and pop culture, continents and regions, domestic alerts, domestic-entertainment, domestic-international news, eastern europe, europe, iab-business and finance, iab-entertainment, iab-entertainment industry, iab-industries, iab-movies, iab-pop culture, international alerts, international-entertainment, movies, political figures - intl, russia, russia-ukraine conflict, ukraine, unrest, conflicts and war, vladimir putin"
204,2023-01-16T09:47:59Z,Arsenal goalkeeper Aaron Ramsdale kicked by fan following North London derby,CNN,Arsenal goalkeeper Aaron Ramsdale appeared to be kicked in the back by a spectator following Arsenal’s 2-0 victory against Tottenham on Sunday at the Tottenham Hotspur Stadium in London.,sport,"athletes, continents and regions, england, europe, iab-sports, london, northern europe, sports and recreation, united kingdom"
205,2023-01-16T09:35:19Z,Shang Juncheng becomes first Chinese man to win a match at the Australian Open in the Open Era,CNN,Seventeen-year-old Shang Juncheng made Australian Open history by becoming the first Chinese man to win a match at Melbourne Park in the Open Era.,sport,"australian open, grand slam tournaments, iab-sports, iab-tennis, professional tennis, sports and recreation, sports events, tennis, tennis events"
206,2023-01-16T08:13:03Z,Coco Gauff and Emma Raducanu set up tantalizing second round Australian Open clash with opening wins,CNN,"Two of tennis’ most exciting young players, Coco Gauff and Emma Raducanu, will face off in the Australian Open second round after they both won their opening matches on Monday.",sport,"australia, continents and regions, cori gauff, iab-sports, iab-tennis, oceania, sports figures"
207,2023-01-16T07:23:55Z,Buffalo Bills will face Cincinnati Bengals for 1st time since Damar Hamlin’s on-field collapse in upcoming playoff game,CNN,The Buffalo Bills are set to face the Cincinnati Bengals next week for the first time since Bills safety Damar Hamlin’s on-field collapse brought a game between the two teams to a halt and set off a national outpouring of support.,sport,"afc east, afc north, american football conference, buffalo, buffalo bills, cincinnati bengals, continents and regions, damar hamlin, domestic alerts, domestic-us news, football (american), iab-american football, iab-sports, international alerts, international-us news, new york (state), nfl, north america, northeastern united states, sports and recreation, sports figures, sports organizations and teams, the americas, united states"
208,2023-01-16T06:24:00Z,Nick Kyrgios pulls out of Australian Open due to knee injury,CNN,"Home favorite Nick Kyrgios has pulled out of the Australian Open due to a knee injury, the tournament announced on Monday.",sport,"australian open, brand safety-nsf health issues, brand safety-nsf sensitive, diseases and disorders, domestic alerts, domestic-health and science, grand slam tournaments, health and medical, iab-bone and joint conditions, iab-diseases and conditions, iab-injuries, iab-medical health, iab-sports, iab-tennis, international alerts, international-health and science, knee disorders and injuries, musculoskeletal disorders and injuries, nick kyrgios, professional tennis, sports and recreation, sports events, sports figures, tennis, tennis events, wounds and injuries"
209,2023-01-15T09:57:58Z,"Novak Djokovic chases Rafael Nadal’s record, while Iga Światek looks to cement her status as the sport’s best",CNN,The first grand slam of the new tennis season gets underway on Monday and the 2023 Australian Open is set to provide no end of intriguing story lines.,sport,
210,2023-01-15T18:12:58Z,Kobe Bryant’s iconic Lakers jersey expected to sell for up to $7 million at auction,CNN,Don’t miss your chance to score an autographed Kobe Bryant jersey.,sport,"auctions, basketball, companies, iab-basketball, iab-sports, kobe bryant, los angeles lakers, nba, nba pacific division, nba western conference, sotheby's, sports and recreation, sports figures, sports organizations and teams"
211,2023-01-15T12:26:20Z,Damar Hamlin tweets he will watch Bills playoff game from home,CNN,"Buffalo Bills safety Damar Hamlin tweeted Sunday that he will be watching from home as the Bills open their playoff campaign against the Miami Dolphins in Orchard Park, New York.",sport,"business and industry sectors, business, economy and trade, computer science and information technology, damar hamlin, domestic alerts, domestic-business, iab-business and finance, iab-computing, iab-industries, iab-internet, iab-social networking, iab-software and applications, iab-technology & computing, iab-technology industry, iab-video gaming, international alerts, international-business, internet and www, social media, software and applications, sports figures, technology, video games"
212,2023-01-15T17:48:16Z,"Australian Open Day One: Order of play and how to watch Rafael Nadal, Coco Gauff and Iga Swiatek open their tournaments",CNN,"Last year’s champion, Rafael Nadal will open the men’s draw at the Australian Open, though he will play a deceptively difficult opponent in the first round in Britain’s Jack Draper.",sport,"australian open, cori gauff, grand slam tournaments, iab-sports, iab-tennis, iga swiatek, professional tennis, rafael nadal, sports and recreation, sports events, sports figures, tennis, tennis events"
213,2023-01-15T13:22:17Z,Could a possible Biden visit help break the Brexit logjam in Northern Ireland?,CNN,"A prime minister, two foreign ministers, another top minister and a major opposition leader have all visited Northern Ireland this week, raising speculation of a long-awaited attempt to break the last major political logjam.",world,
214,2023-01-15T12:55:17Z,"Francis Ngannou will be released from UFC contract, says Dana White",CNN,"Francis Ngannou will be released from his contract and is no longer the UFC heavyweight champion after he turned down a contract that would have made him the highest-paid heavyweight fighter in UFC history, UFC President Dana White said in a press conference on Saturday.",sport,"business figures, dana white, iab-sports, mixed martial arts, sports and recreation, sports organizations and teams, ultimate fighting championship"
215,2023-01-15T11:13:42Z,From bottom of the league to title contenders. Five reasons behind Manchester United’s remarkable resurgence,CNN,"For years, Manchester United ruled over English football, collecting 13 Premier League trophies between 1992 and 2013, as well as the world’s best players and legions of fans.",sport,"cristiano ronaldo, football (soccer), iab-soccer, iab-sports, manchester united fc, marcus rashford, premier league, sports and recreation, sports figures, sports organizations and teams"
216,2023-01-15T11:01:54Z,All you need to know about the NFL’s Wild Card Weekend,CNN,"The NFL Playoffs have finally arrived. On Saturday night, the San Francisco 49ers and Jaguars punched their tickets to the divisional round. By Monday evening, four more teams will join them and be one step closer to the NFL’s biggest stage. Here’s what to expect on Sunday and Monday:",sport,"football (american), football (american) events, iab-american football, iab-sports, nfl, sports and recreation, sports events, sports organizations and teams, super bowl"
217,2023-01-15T05:39:45Z,"Down 27-0, the Jacksonville Jaguars complete a wild playoff comeback victory over the Los Angeles Chargers",CNN,"After an improbable streak of five victories at the end of the regular season to send the Jacksonville Jaguars to a division title and a berth in the NFL postseason, what could have been next in store as they faced the Los Angeles Chargers in the opening Wild Card round?",sport,"afc south, afc west, american football conference, football (american), iab-american football, iab-sports, jacksonville jaguars, los angeles chargers, nfl, sports and recreation, sports organizations and teams"
218,2023-01-15T05:29:09Z,Former Moscow-linked Church claims religious persecution as security raids heat up,CNN,"The vertically shot video published last November shows no weapons, battlefield atrocities or even soldiers. But the sound of a patriotic Russian song reverberating through a church on Kyiv’s famous Lavra monastery grounds seemed to open a new front in Ukraine’s war with Russia.",world,"belief, religion and spirituality, brand safety-nsf religion, brand safety-nsf sensitive, buildings and structures, christianity, churches and cathedrals, continents and regions, domestic alerts, domestic-international news, eastern europe, eastern orthodox, europe, iab-christianity, iab-religion & spirituality, moscow, points of interest, religious buildings, religious groups, russia, russia-ukraine conflict, society, ukraine, unrest, conflicts and war"
219,2023-01-14T13:53:53Z,Everton directors won’t attend Southampton match because of a ‘threat to their safety’,CNN,"The board of directors for English Premier League club Everton were told to not attend Saturday’s home league game against Southampton because of a “real and credible threat to their safety and security,” the club said in a statement.",sport,
220,2023-01-14T06:09:13Z,Europe gears up to send Western tanks to Ukraine,CNN,The Western alliance’s response to Russia’s invasion of Ukraine received a shot in the arm this week as multiple European nations for the first time answered Volodymyr Zelensky’s longstanding call to supply modern battle tanks to Kyiv.,world,"brand safety-nsf sensitive, brand safety-nsf war and military, continents and regions, domestic alerts, domestic-international news, eastern europe, europe, france, germany, military, northern europe, poland, political figures - intl, russia, russia-ukraine conflict, ukraine, united kingdom, unrest, conflicts and war, volodymyr zelensky, western europe"
221,2023-01-14T13:22:55Z,Novak Djokovic says deportation from Australia helped him ‘achieve some great results’,CNN,"Novak Djokovic’s long absence from competitive tennis at the start of last year after he was deported from Australia helped him “achieve some great results,” he said in a press conference on Saturday ahead of the 2023 Australian Open.",sport,"australia, continents and regions, deportation, domestic alerts, domestic-international news, iab-politics, iab-sports, iab-tennis, immigration, citizenship and displacement, international relations and national security, novak djokovic, oceania, professional tennis, sports and recreation, sports figures, tennis"
222,2023-01-14T12:22:44Z,What to expect on Saturday on NFL Wild Card Weekend,CNN,The NFL Playoffs have finally arrived. The highly-anticipated Wild Card Weekend kicks off with two games on Saturday.,sport,"football (american), iab-american football, iab-sports, national football conference, nfc west, nfl, san francisco 49ers, seattle seahawks, sports and recreation, sports organizations and teams"
223,2023-01-14T11:27:37Z,"From classical to bullet, the different variants of chess explained",CNN,"From Netflix shows such as “The Queen’s Gambit” to its rock and roll superstar Magnus Carlsen, the popularity of chess has never been stronger.",sport,"magnus carlsen, misc people"
224,2023-01-14T09:26:14Z,"With so many potential fairytale endings in store, what could we be saying after Super Bowl 57?",CNN,The NFL playoffs are where legends are born and incredible moments happen leaving us in awe.,sport,"football (american), football (american) events, iab-american football, iab-sports, nfl, patrick mahomes, sports and recreation, sports events, sports figures, sports organizations and teams, super bowl, tom brady"
225,2023-01-14T09:17:44Z,Alyssa Thompson: The teenage phenomenon who could be US soccer’s next great,CNN,"Described by her new team Angel City as a “generational player,” teenage sensation Alyssa Thompson made history on Thursday by becoming the first high school student to be drafted in National Women’s Soccer League history.",sport,"continents and regions, iab-sports, north america, sports organizations and teams, the americas, united states, united states soccer federation"
226,2023-01-14T09:13:29Z,San Antonio Spurs set NBA single-game attendance record in first game at Alamodome since 2002,CNN,"The San Antonio Spurs set the NBA single-game attendance record for a regular-season game with 68,323 fans on hand on Friday against the defending champion Golden State Warriors.",sport,"basketball, iab-basketball, iab-sports, nba, nba southwest division, nba western conference, san antonio spurs, sports and recreation, sports organizations and teams"
227,2023-01-14T05:37:27Z,Germany plans to destroy this village for a coal mine. Thousands are gathering to stop it,CNN,"It’s a stark image in 2023: Police in riot gear flooding a village, pulling people out of houses and tearing down structures to make way for the arrival of excavating machines to access the rich seam of coal beneath the ground.",world,
228,2023-01-14T02:52:20Z,Greece drops some espionage charges against aid workers who rescued migrants from the sea,CNN,"A Greek court dropped espionage charges against a group of aid workers who rescued migrants from the sea, in a move hailed by rights groups and lawmakers.",world,"accidents, disasters and safety, brand safety-nsf accidents and disasters, brand safety-nsf crime, brand safety-nsf sensitive, business, economy and trade, continents and regions, crime, law enforcement and corrections, criminal law, criminal offenses, domestic alerts, domestic-international news, economic migration, employment and income status, espionage, europe, globalization, greece, iab-crime, iab-law, iab-politics, immigration, immigration, citizenship and displacement, international assistance, international relations, international relations and national security, labor and employment, law and legal system, migrant workers, misdemeanors, national security, rescue operations, social and economic status, society, southern europe, trade and development"
229,2023-01-13T11:19:32Z,Russia claims its forces have taken Soledar after weeks of fierce fighting,CNN,"Russia said Friday its forces had taken the small town of Soledar in eastern Ukraine following weeks of fierce fighting, in what would be Moscow’s first notable victory in months, although Ukraine denied the claim.",world,"armed forces, brand safety-nsf sensitive, brand safety-nsf war and military, continents and regions, defense departments, domestic alerts, domestic-international news, eastern europe, europe, government and public administration, government bodies and offices, government departments and authorities, iab-politics, international relations and national security, military, misc people, national security, russia, russia-ukraine conflict, ukraine, unrest, conflicts and war, yevgeny prigozhin"
230,2023-01-13T19:52:48Z,"Russian figure skater Kamila Valieva cleared by RUSADA, WADA to review doping decision and consider appeal",CNN,"The Russian Anti-Doping Agency (RUSADA) found figure skater Kamila Valieva violated anti-doping rules but bore no “fault or negligence” for the transgression, according to the World Anti-Doping Agency (WADA).",sport,"brand safety-nsf drugs negative, brand safety-nsf sensitive, competitive ice skating, continents and regions, domestic alerts, domestic-international news, drugs and society, drugs in sports, eastern europe, europe, figure skating, iab-figure skating, iab-olympic sports, iab-sports, misc organizations, olympics, russia, society, sports and recreation, sports events, world anti-doping agency"
231,2023-01-11T14:40:37Z,Why Russia is so intent on capturing the town of Soledar,CNN,"Russia said Friday its forces had captured Soledar, a salt mine town in eastern Ukraine, as Kyiv rejected the claims.",world,
232,2023-01-13T18:07:48Z,Manchester City player Benjamin Mendy found not guilty of six counts of rape,CNN,"Manchester City football player Benjamin Mendy was found not guilty of six counts of rape and one count of sexual assault at Chester Crown Court, an official from Chester Crown Court confirmed to CNN.",sport,"brand safety-nsf crime, brand safety-nsf mature, brand safety-nsf sensitive, brand safety-nsf violence, court trials, crime, law enforcement and corrections, crimes against persons, criminal offenses, football (soccer), iab-crime, iab-law, iab-soccer, iab-sports, law and legal system, manchester city fc, premier league, sex crimes, sexual assault, sexual misconduct, societal issues, society, sports and recreation, sports organizations and teams, trial and procedure, violence in society"
233,2023-01-13T16:47:45Z,Protest over inclusion of transgender athletes in women’s sports held outside NCAA Convention,CNN,A small group of demonstrators gathered outside the NCAA Convention in San Antonio on Thursday to protest the inclusion of transgender athletes in women’s college sports.,sport,"athletes, brand safety-nsf mature, brand safety-nsf other, brand safety-nsf sensitive, brand safety-nsf violence, civil disobedience, college athletics, demographic groups, females (demographic group), iab-sports, ncaa, population and demographics, protests and demonstrations, sex and gender, society, sports and recreation, sports organizations and teams, transgender persons"
234,2023-01-13T08:54:32Z,Buffalo Bills’ possible AFC Championship game against Kansas City Chiefs will be held in Atlanta,CNN,The NFL has announced Atlanta as the host city for the AFC Championship game should the Buffalo Bills and Kansas City Chiefs meet in the conference title game.,sport,"afc championship game, afc east, afc west, american football conference, atlanta, buffalo bills, continents and regions, domestic alerts, domestic-us news, football (american), football (american) events, georgia, iab-american football, iab-sports, international alerts, international-us news, kansas city chiefs, nfl, north america, southeastern united states, sports and recreation, sports events, sports organizations and teams, the americas, united states"
235,2023-01-13T12:15:23Z,Ukrainian doctors remove unexploded grenade from injured soldier’s chest,CNN,"An injured Ukrainian soldier had an unexploded grenade successfully removed from his chest earlier this week, according to the country’s military doctors.",world,"armed forces, bombs and explosive devices, brand safety-nsf health issues, brand safety-nsf sensitive, brand safety-nsf violence, brand safety-nsf war and military, brand safety-nsf weapons, continents and regions, domestic alerts, domestic-health and science, domestic-international news, eastern europe, europe, health and medical, iab-business and finance, iab-healthcare industry, iab-industries, iab-medical health, iab-surgery, iab-war and conflicts, international alerts, international-health and science, medical treatments and procedures, military, military casualties, surgery, ukraine, unexploded ordnance, unrest, conflicts and war, war casualties, weapons and arms"
236,2023-01-13T11:37:20Z,Fate and metrics agree: This could be the Buffalo Bills’ year,CNN,"I still remember it like it was yesterday. The Buffalo Bills took a playoff lead with 16 seconds left on the clock, and then … they blew it.",sport,"afc east, american football conference, buffalo bills, damar hamlin, football (american), iab-american football, iab-sports, nfl, sports and recreation, sports figures, sports organizations and teams"
237,2023-01-13T11:35:16Z,Shaquille O’Neal makes good on promise and eats frog’s legs after TCU blowout loss,CNN,"Shaquille O’Neal is many things, but you cannot say he goes back on his promises.",sport,"animals, college athletics, college football playoff, college football playoff national championship, football (american), football (american) events, iab-american football, iab-college education, iab-college football, iab-college sports, iab-education, iab-sports, iab-undergraduate education, life forms, ncaa, ncaa college football, reptiles and amphibians, shaquille o'neal, sports and recreation, sports events, sports figures, sports organizations and teams, texas christian university, universities and colleges"
238,2023-01-13T10:24:45Z,Derek Carr bids farewell to Las Vegas Raiders and fans in letter,CNN,NFL quarterback Derek Carr announced his departure from the Las Vegas Raiders after nine years with the franchise in an emotional letter to the team’s fans.,sport,"business, economy and trade, company activities and management, company structure and ownership, continents and regions, domestic alerts, domestic-business, domestic-us news, football (american), franchising, iab-american football, iab-business, iab-business and finance, iab-sports, international alerts, international-business, international-us news, las vegas, nevada, north america, southwestern united states, sports and recreation, the americas, united states"
239,2023-01-13T10:12:58Z,Teenage ‘phenom’ and high school student Alyssa Thompson selected No. 1 in NWSL draft,CNN,Teenage sensation and high school student Alyssa Thompson was selected with the No. 1 overall pick of the National Women’s Soccer League (NWSL) Draft on Thursday.,sport,"education, extracurricular activities, high school sports, iab-education, iab-sports, national women's soccer league, sports organizations and teams, students and student life"
240,2023-01-12T21:18:33Z,Defiant Navalny has opposed Putin’s war in Ukraine from prison. His team fear for his safety,CNN,"Surviving President Vladimir Putin’s poisoners was just a warm-up, not a warning, for Russian opposition politician Alexey Navalny. But his defiance, according to his political team, has put him in a race against time with the Russian autocrat.",world,"alexei navalny, biological and chemical weapons, brand safety-nsf air travel negative, brand safety-nsf crime, brand safety-nsf death, brand safety-nsf sensitive, brand safety-nsf travel negative, brand safety-nsf violence, brand safety-nsf war and military, brand safety-nsf weapons, continents and regions, corrections system, crime, law enforcement and corrections, domestic alerts, domestic-international news, eastern europe, europe, government and public administration, iab-crime, iab-law, iab-politics, military, military weapons, moscow, political figures - intl, politics, prisons and jails, russia, russia-ukraine conflict, unrest, conflicts and war, vladimir putin, weapons and arms, weapons of mass destruction"
241,2022-12-21T16:40:05Z,"Exclusive: Capturing Lionel Messi’s viral moment – The story behind the most liked photo on Instagram, told by the photographer who took it",CNN,"Lionel Messi sits on Sergio Aguero’s shoulders, both hands clasped firmly on the World Cup trophy as he holds it aloft.",sport,"2022 fifa world cup, arts and entertainment, companies, facebook, fifa, fifa world cup, football (soccer), iab-arts and crafts, iab-hobbies & interests, iab-photography, iab-soccer, iab-sports, instagram, lionel messi, meta platforms inc, photography, soccer events, sports and recreation, sports events, sports figures, sports organizations and teams, visual arts"
242,2022-08-17T08:21:24Z,‘It’s phenomenal’: How remarkable engineering allowed a quadriplegic former IndyCar driver to race again,CNN,"As racing driver Sam Schmidt tears around the historic Goodwood Racetrack in a McLaren 720S, reaching speeds in excess of 150 miles per hour, from the outside this looks like an ordinary practice session.",sport,"auto racing, brand safety-nsf health issues, brand safety-nsf sensitive, diseases and disorders, domestic alerts, domestic-health and science, health and medical, iab-auto racing, iab-automotive industry, iab-brain and nervous system disorders, iab-business and finance, iab-diseases and conditions, iab-industries, iab-medical health, iab-sports, indycar, international alerts, international-health and science, motor sports organizations, motorsports, neurological disorders and injuries, paralysis, sports and recreation, sports organizations and teams"
243,2022-05-10T14:36:55Z,"Exclusive: ‘This is not saving, this is destruction’ – Ukrainian MMA champion Yaroslav Amosov recounts the horrors of war",CNN,"As MMA fighter Yaroslav Amosov walks through the streets surrounding his hometown of Irpin, which sits around 20 kilometers (12.4 miles) west of the Ukrainian capital Kyiv, there are fleeting moments when it seems like an ordinary day in May.",sport,"continents and regions, domestic alerts, domestic-international news, eastern europe, europe, iab-sports, mixed martial arts, russia, russia-ukraine conflict, sports and recreation, ukraine, unrest, conflicts and war"
244,2023-01-12T18:01:53Z,UFC president Dana White does not expect punishment for domestic violence incident,CNN,Ultimate Fighting Championship (UFC) president Dana White said he does not expect punishment after a video emerged of him in a physical altercation with his wife earlier this month. White made the comments Wednesday at a media day for UFC Fight Night 217.,sport,"brand safety-nsf crime, brand safety-nsf sensitive, brand safety-nsf violence, business figures, crime, law enforcement and corrections, crimes against persons, criminal offenses, dana white, domestic violence, iab-crime, iab-sports, societal issues, society, sports organizations and teams, ultimate fighting championship, violence in society"
245,2023-01-12T16:53:03Z,Zach Johnson isn’t discounting Tiger Woods for the Ryder Cup,CNN,"Tiger Woods could form part of the US Ryder Cup team – or at least, Zach Johnson isn’t ruling it out.",sport,"continents and regions, domestic alerts, domestic-us news, golf, golf events, iab-attractions, iab-golf, iab-outdoor attractions, iab-sports, international alerts, international-us news, north america, ryder cup, sports and recreation, sports events, sports figures, the americas, tiger woods, united states"
246,2023-01-12T08:27:59Z,Australia pulls out of Afghanistan cricket series over Taliban’s restrictions on women,CNN,"Australia’s men’s cricket team has withdrawn from a series of upcoming matches against Afghanistan in protest over the ruling Taliban’s restrictions on women and girls’ education and employment, Cricket Australia (CA) said in a statement Thursday.",sport,"afghanistan, asia, australia, continents and regions, demographic groups, domestic alerts, domestic-international news, females (demographic group), middle east, middle east and north africa, misc organizations, oceania, population and demographics, society, south asia, taliban"
247,2023-01-11T21:27:02Z,Putin burns through another top Ukraine commander as armed forces chief is handed ‘poisoned chalice’,CNN,"Russia’s Defense Ministry announced yet another realignment of the commanders leading the war in Ukraine on Wednesday, as criticism mounts over its handling of the stalled campaign.",world,
248,2023-01-12T11:22:31Z,Australian Open draw: Rafael Nadal begins title defense with tough test in opening round,CNN,Defending champion Rafael Nadal will face English youngster Jack Draper in the opening round of the Australian Open in a bid to retain his 2022 crown and extend his grand slam tally.,sport,"australian open, grand slam tournaments, iab-sports, iab-tennis, novak djokovic, professional tennis, rafael nadal, sports and recreation, sports events, sports figures, tennis, tennis events"
249,2023-01-12T10:47:18Z,The Boston Celtics become the first team to hit 30 wins this season with victory over the New Orleans Pelicans,CNN,"The Boston Celtics became the first team in the NBA this season to reach 30 wins after beating the New Orleans Pelicans 125-114 at TD Garden in Boston on Wednesday night, largely behind a combined 72 points from the team’s stars, Jayson Tatum and Jaylen Brown.",sport,"basketball, boston celtics, iab-basketball, iab-sports, nba, nba atlantic division, nba eastern conference, nba southwest division, nba western conference, new orleans pelicans, sports and recreation, sports organizations and teams"
250,2023-01-12T09:47:22Z,‘Potatoes are a luxury’: Vital supplies dwindle as ‘eco-activists’ blockade a breakaway region guarded by Russia,CNN,"Around 120,000 people are trapped in the ethnic Armenian-majority breakaway region of Nagorno-Karabakh after a group of Azerbaijani protesters blocked the only road into the territory via Armenia, severely restricting supplies of food and medicine to the population.",world,"activism, armed forces, armenia, azerbaijan, brand safety-nsf sensitive, brand safety-nsf war and military, business and industry sectors, business, economy and trade, caucasus, consumer products, continents and regions, domestic alerts, domestic-international news, eastern europe, electric power industry, energy and utilities, europe, food and drink, food products, fruits and vegetables, government and public administration, government bodies and offices, government departments and authorities, iab-business and finance, iab-food & drink, iab-industries, iab-non-profit organizations, iab-politics, iab-power and energy industry, international red cross and red crescent movement, international relations, international relations and national security, kinds of foods and beverages, leisure and lifestyle, luxurious living, military, nagorno-karabakh, non-profit and ngo organizations, peacekeeping, russia, russia-ukraine conflict, separatism and secession, society, south caucasus, state departments and diplomatic services, treaties and agreements, unrest, conflicts and war, utilities industry, vegetables"
251,2023-01-12T09:35:28Z,Iranian chess referee Shohreh Bayat fears ostracism over her activism as she challenges Russian chief of game’s governing body,CNN,"Three years after fleeing Iran, chess referee Shohreh Bayat fears being further ostracized after challenging the game’s governing body and its president, Russia’s former deputy prime minister, over her choice of clothing at a tournament in October.",sport,"activism, arbitration, board games, brand safety-nsf air travel negative, brand safety-nsf sensitive, brand safety-nsf severe, brand safety-nsf travel negative, business and industry sectors, business, economy and trade, consumer products, continents and regions, domestic alerts, domestic-international news, eastern europe, europe, iab-board games and puzzles, iab-children's games and toys, iab-games and puzzles, iab-hobbies & interests, iab-law, iab-shopping, iceland, iran, law and legal system, leisure and lifestyle, middle east, middle east and north africa, northern europe, russia, russia-ukraine conflict, society, toys and games, unrest, conflicts and war"
252,2023-01-12T08:51:54Z,Lionel Messi scores for Paris Saint-Germain in first game back since World Cup triumph,CNN,Lionel Messi celebrated his return to Paris Saint-Germain with a goal in his first game back since lifting the World Cup.,sport,"2022 fifa world cup, continents and regions, europe, fifa, fifa world cup, football (soccer), france, iab-soccer, iab-sports, ligue 1, lionel messi, paris saint-germain fc, soccer events, sports and recreation, sports events, sports figures, sports organizations and teams, western europe"
